Subject Code,Main Data,Secondary Data,Finger Counting Data,Exclude Data,Reason,Other comments,Node
98s,98s_primary_data.mat,98s_secondary_data.mat,98s_fingercounting.mat,FALSE,NA,NA,8gdp3
99s,99s_primary_data.mat,99s_secondary_data.mat,99s_fingercounting.mat,FALSE,NA,NA,8gdp3
100s,100s_primary_data.mat,100s_secondary_data.mat,100s_fingercounting.mat,FALSE,NA,NA,8gdp3
101s,101s_primary_data.mat,101s_secondary_data.mat,101s_fingercounting.mat,FALSE,NA,NA,8gdp3
102s,102s_primary_data.mat,102s_secondary_data.mat,102s_fingercounting.mat,FALSE,NA,NA,8gdp3
103s,103s_primary_data.mat,103s_secondary_data.mat,103s_fingercounting.mat,FALSE,NA,NA,8gdp3
104s,104s_primary_data.mat,104s_secondary_data.mat,104s_fingercounting.mat,FALSE,NA,NA,8gdp3
105s,105s_primary_data.mat,105s_secondary_data.mat,105s_fingercounting.mat,FALSE,NA,NA,8gdp3
106s,106s_primary_data.mat,106s_secondary_data.mat,106s_fingercounting.mat,FALSE,NA,NA,8gdp3
107s,107s_primary_data.mat,107s_secondary_data.mat,107s_fingercounting.mat,FALSE,NA,NA,8gdp3
108s,108s_primary_data.mat,108s_secondary_data.mat,108s_fingercounting.mat,FALSE,NA,NA,8gdp3
109s,109s_primary_data.mat,109s_secondary_data.mat,109s_fingercounting.mat,FALSE,NA,NA,8gdp3
110s,110s_primary_data.mat,110s_secondary_data.mat,110s_fingercounting.mat,FALSE,NA,NA,8gdp3
111s,111s_primary_data.mat,111s_secondary_data.mat,111s_fingercounting.mat,FALSE,NA,NA,8gdp3
112s,112s_primary_data.mat,112s_secondary_data.mat,112s_fingercounting.mat,FALSE,NA,NA,8gdp3
113s,113s_primary_data.mat,113s_secondary_data.mat,113s_fingercounting.mat,FALSE,NA,NA,8gdp3
114s,114s_primary_data.mat,114s_secondary_data.mat,114s_fingercounting.mat,FALSE,NA,NA,8gdp3
115s,115s_primary_data.mat,115s_secondary_data.mat,115s_fingercounting.mat,FALSE,NA,NA,8gdp3
116s,116s_primary_data.mat,116s_secondary_data.mat,116s_fingercounting.mat,FALSE,NA,NA,8gdp3
117s,117s_primary_data.mat,117s_secondary_data.mat,117s_fingercounting.mat,FALSE,NA,NA,8gdp3
118s,118s_primary_data.mat,118s_secondary_data.mat,118s_fingercounting.mat,FALSE,NA,NA,8gdp3
119s,119s_primary_data.mat,119s_secondary_data.mat,119s_fingercounting.mat,FALSE,NA,NA,8gdp3
120s,120s_primary_data.mat,120s_secondary_data.mat,120s_fingercounting.mat,FALSE,NA,NA,8gdp3
121s,121s_primary_data.mat,121s_secondary_data.mat,121s_fingercounting.mat,FALSE,NA,NA,8gdp3
122s,122s_primary_data.mat,122s_secondary_data.mat,122s_fingercounting.mat,FALSE,NA,NA,8gdp3
123s,123s_primary_data.mat,123s_secondary_data.mat,123s_fingercounting.mat,FALSE,NA,NA,8gdp3
124s,124s_primary_data.mat,124s_secondary_data.mat,124s_fingercounting.mat,FALSE,NA,NA,8gdp3
125s,125s_primary_data.mat,125s_secondary_data.mat,125s_fingercounting.mat,FALSE,NA,NA,8gdp3
126s,126s_primary_data.mat,126s_secondary_data.mat,126s_fingercounting.mat,TRUE,low compliance,NA,8gdp3
