ConditionDescription,DependentVariable,LabID,ConditionID,y,v
LH,d250,2t9re,1,5.30490332436555,52.0334342664263
LH,d500,2t9re,1,3.25340694213907,18.5197436627537
LH,d750,2t9re,1,-5.04034428701871,9.96845407197672
LH,d1000,2t9re,1,-2.54692536889413,16.1168323337361
RH,d250,2t9re,2,-0.043057449355788,3.61489961875335
RH,d500,2t9re,2,2.07884463440737,2.68976392308415
RH,d750,2t9re,2,-0.989179116451382,2.95966117341654
RH,d1000,2t9re,2,0.115648540323119,2.94247967046685
LH,d250,3s4uh,3,-7.30760159650164,52.6846540418489
LH,d500,3s4uh,3,2.30287632658629,19.7866174335711
LH,d750,3s4uh,3,8.38780690496143,11.0682825669635
LH,d1000,3s4uh,3,-1.13021641910666,8.79983686871592
RH,d250,3s4uh,4,-1.27875096251815,2.09058201898924
RH,d500,3s4uh,4,-0.814842338815865,3.82297660154633
RH,d750,3s4uh,4,-0.223564816090141,2.04841847261276
RH,d1000,3s4uh,4,2.91874393686362,2.10499397306216
RH,d250,5hgk4,6,-0.399321537308296,3.60282226202793
RH,d500,5hgk4,6,0.367448994302015,2.79631166031981
RH,d750,5hgk4,6,-0.896736371036013,2.56644725580894
RH,d1000,5hgk4,6,0.642355191948442,2.41137208054004
LH,d250,6ea38,7,-0.0657107402248747,18.3233435421045
LH,d500,6ea38,7,2.44034976067198,17.7144831201918
LH,d750,6ea38,7,-1.43187727862193,32.363184009939
LH,d1000,6ea38,7,3.38740626019469,57.7203858117604
RH,d250,6ea38,8,-0.0573959456361529,2.59667939262046
RH,d500,6ea38,8,-1.56246488252052,2.66752287981457
RH,d750,6ea38,8,1.85232389043214,3.12273857296052
RH,d1000,6ea38,8,-4.80214217349786,3.95240156532973
LH,d250,8gdp3,9,-4.82804421280209,13.7884816695618
LH,d500,8gdp3,9,-0.897061236544952,6.07060266261421
LH,d750,8gdp3,9,-6.20496442010144,13.6518342220992
LH,d1000,8gdp3,9,0.518820278316999,10.0853174117813
RH,d250,8gdp3,10,-1.46443851260496,2.13184402550666
RH,d500,8gdp3,10,1.68846204795774,1.07183140709586
RH,d750,8gdp3,10,-0.257221511922117,1.38954564425945
RH,d1000,8gdp3,10,1.47942142745865,1.2574830348907
RH,d250,ecdmw,12,0.894121486643201,3.69077960466919
RH,d500,ecdmw,12,-0.380425377744388,1.90661140710249
RH,d750,ecdmw,12,-2.45764981434098,1.90976287329485
RH,d1000,ecdmw,12,-1.27539667915371,1.81869425895415
LH,d250,encwv,13,0.612557783562499,15.7241017562009
LH,d500,encwv,13,7.083085249461,16.3205100216105
LH,d750,encwv,13,-1.15392865278696,26.1418667552643
LH,d1000,encwv,13,-2.79450576013779,5.17163019576333
RH,d250,encwv,14,0.321962995509148,3.35614299586699
RH,d500,encwv,14,2.39394448988513,3.03923617572174
RH,d750,encwv,14,0.644483815648204,3.70259295432178
RH,d1000,encwv,14,3.46397579431134,2.55812284526828
RH,d250,fkjbz,16,2.61071159054648,3.01052131477081
RH,d500,fkjbz,16,0.0553971580251696,1.61824201599539
RH,d750,fkjbz,16,-1.66533107423112,1.7585380082518
RH,d1000,fkjbz,16,-0.971287578931956,1.76617855904431
RH,d250,kwg95,18,1.38864991375,3.31430223253834
RH,d500,kwg95,18,1.53755336053777,2.64680876046333
RH,d750,kwg95,18,-4.25494211508167,3.05375405142848
RH,d1000,kwg95,18,1.13153645085044,2.13111472155101
RH,d250,kx4w9,20,-0.511999196522712,2.8924766130597
RH,d500,kx4w9,20,3.07051376281867,1.74779439563347
RH,d750,kx4w9,20,6.16744706633221,2.13577014428396
RH,d1000,kx4w9,20,-1.24003338963754,2.5758649624696
RH,d250,nzxwr,22,0.294393691206083,3.54414082852012
RH,d500,nzxwr,22,1.07061038924583,4.93785304745571
RH,d750,nzxwr,22,0.31549687151848,2.00660221548548
RH,d1000,nzxwr,22,0.900374344779475,4.50934642979586
RH,d250,pqcf4,24,-0.86751854483395,2.97805982719958
RH,d500,pqcf4,24,1.00853287557114,3.60277663109426
RH,d750,pqcf4,24,0.909266579987964,3.15121843572011
RH,d1000,pqcf4,24,0.0747794316466184,2.15796813761962
LH,d250,t5y2h,25,1.10261899446272,14.0104909870534
LH,d500,t5y2h,25,2.63808671389604,9.56354311129475
LH,d750,t5y2h,25,-1.85964870324137,9.6116182661569
LH,d1000,t5y2h,25,-0.885451499964871,16.8858778321511
RH,d250,t5y2h,26,0.990651950107243,2.31628397894393
RH,d500,t5y2h,26,4.45993677177507,1.66527311053985
RH,d750,t5y2h,26,1.0496022839943,1.3208780178169
RH,d1000,t5y2h,26,-0.518083101428898,1.73421393330858
LH,d250,vzt3a,27,-1.91665823557532,26.2224016083494
LH,d500,vzt3a,27,-8.57300892749284,39.3705028711399
LH,d750,vzt3a,27,-6.99551541287429,9.82875789513754
LH,d1000,vzt3a,27,-7.73683779562357,11.2715897043298
RH,d250,vzt3a,28,-2.65558395068237,2.93088993465739
RH,d500,vzt3a,28,3.81941562752738,1.89843601854772
RH,d750,vzt3a,28,0.726570138901312,2.9138296999844
RH,d1000,vzt3a,28,-1.15923197946052,1.9833726075228
LH,d250,xb6t2,29,-3.22539217924432,22.042172445
LH,d500,xb6t2,29,5.62615297355933,19.936261220088
LH,d750,xb6t2,29,1.32916922595552,40.0056834959848
LH,d1000,xb6t2,29,3.21924856021898,17.1258198644631
RH,d250,xb6t2,30,0.527915646292811,5.25806815983309
RH,d500,xb6t2,30,-2.41526920005338,6.12466723981731
RH,d750,xb6t2,30,2.57927887133927,3.37960124435504
RH,d1000,xb6t2,30,1.91888181722307,3.6705598938104
RH,d250,xmyd9,32,0.592432732370433,3.0524560587981
RH,d500,xmyd9,32,-3.19062419597581,3.34966809173521
RH,d750,xmyd9,32,-1.54530109650162,4.16513040897204
RH,d1000,xmyd9,32,-0.973033825555903,2.57952670664591
LH,d250,yu8hp,33,-0.747040323044366,18.1098943006719
LH,d500,yu8hp,33,4.36043891612714,22.8056312764606
LH,d750,yu8hp,33,0.77932929639855,24.2190693168867
LH,d1000,yu8hp,33,4.36566630366333,12.1599691587053
RH,d250,yu8hp,34,-0.172025382382067,3.43760457972838
RH,d500,yu8hp,34,-0.603050202703999,2.33037343765055
RH,d750,yu8hp,34,0.220199960195329,3.36892706458182
RH,d1000,yu8hp,34,0.0661524671922528,2.12368350490711
